model,instrument_a,instrument_b,noise_type,replicate,confusion_increase_auc
cnn,bassoon,flute,audience,1,0.00536941580756
cnn,bassoon,french-horn,audience,1,-0.0060525607585
cnn,bassoon,oboe,audience,1,-0.0187045978511
cnn,bassoon,trombone,audience,1,0.0224234340146
cnn,bassoon,trumpet,audience,1,-0.00107388316151
cnn,bassoon,tuba,audience,1,0
cnn,bassoon,viola,audience,1,0.00171821305842
cnn,bassoon,violin,audience,1,0.0578731452623
cnn,cello,clarinet,audience,1,0.00295077686382
cnn,cello,double-bass,audience,1,0.0835144927536
cnn,cello,flute,audience,1,0.0196240554936
cnn,cello,french-horn,audience,1,0.0318775100402
cnn,cello,oboe,audience,1,0.0208333333333
cnn,cello,trombone,audience,1,0.0159610983982
cnn,cello,trumpet,audience,1,0
cnn,cello,tuba,audience,1,0
cnn,cello,viola,audience,1,0.00199275362319
cnn,cello,violin,audience,1,0.08028592293
cnn,clarinet,double-bass,audience,1,0.0178042172607
cnn,clarinet,flute,audience,1,0.0166657041657
cnn,clarinet,french-horn,audience,1,0.0220883534137
cnn,clarinet,oboe,audience,1,0.013667940092
cnn,clarinet,trombone,audience,1,0.0565384463411
cnn,clarinet,trumpet,audience,1,0.045302032802
cnn,clarinet,tuba,audience,1,0.0179771505376
cnn,clarinet,viola,audience,1,0
cnn,clarinet,violin,audience,1,0.0815437530554
cnn,double-bass,flute,audience,1,0.0361931747801
cnn,double-bass,french-horn,audience,1,0.0650100401606
cnn,double-bass,oboe,audience,1,0.0131856540084
cnn,double-bass,trombone,audience,1,0.0514206712433
cnn,double-bass,trumpet,audience,1,0.0288461538462
cnn,double-bass,tuba,audience,1,0.133762856475
cnn,double-bass,viola,audience,1,0.00588084495488
cnn,double-bass,violin,audience,1,0.104646949781
cnn,flute,french-horn,audience,1,0.0105743486768
cnn,flute,oboe,audience,1,0.0145042194093
cnn,flute,trombone,audience,1,0.0113350952167
cnn,flute,trumpet,audience,1,0.000961538461538
cnn,flute,tuba,audience,1,0.00621639784946
cnn,flute,viola,audience,1,0.020826613987
cnn,flute,violin,audience,1,0.0861160803021
cnn,french-horn,oboe,audience,1,0.000791139240506
cnn,french-horn,trombone,audience,1,0.044881279504
cnn,french-horn,trumpet,audience,1,0.00476907630522
cnn,french-horn,tuba,audience,1,0.00100806451613
cnn,french-horn,viola,audience,1,0.00305467151625
cnn,french-horn,violin,audience,1,0.0569779116466
cnn,oboe,trombone,audience,1,0.00527426160338
cnn,oboe,trumpet,audience,1,0.00271421616358
cnn,oboe,tuba,audience,1,0
cnn,oboe,viola,audience,1,0.01555907173
cnn,oboe,violin,audience,1,0.159546413502
cnn,trombone,trumpet,audience,1,0.0461960188934
cnn,trombone,tuba,audience,1,0.0927419354839
cnn,trombone,viola,audience,1,0.0042687300011
cnn,trombone,violin,audience,1,0.062992996056
cnn,trumpet,tuba,audience,1,0.00235215053763
cnn,trumpet,viola,audience,1,0.000961538461538
cnn,trumpet,violin,audience,1,0.104976644802
cnn,tuba,viola,audience,1,0
cnn,tuba,violin,audience,1,0.0386424731183
cnn,viola,violin,audience,1,0.102736031885
cnn,bassoon,cello,studio,0,0.041238981025
cnn,bassoon,clarinet,studio,0,0.0231958762887
cnn,bassoon,double-bass,studio,0,0.105335798596
cnn,bassoon,flute,studio,0,0.0231958762887
cnn,bassoon,french-horn,studio,0,-0.00662184821761
cnn,bassoon,oboe,studio,0,-0.0182750445865
cnn,bassoon,trombone,studio,0,0.00983827696389
cnn,bassoon,trumpet,studio,0,-0.00386597938144
cnn,bassoon,tuba,studio,0,0.00201612903226
cnn,bassoon,viola,studio,0,0.0107388316151
cnn,bassoon,violin,studio,0,0.0329607208503
cnn,cello,clarinet,studio,0,0.023460960961
cnn,cello,double-bass,studio,0,0.121557971014
cnn,cello,flute,studio,0,0.0563699987613
cnn,cello,french-horn,studio,0,0.0460428671207
cnn,cello,oboe,studio,0,0.0569620253165
cnn,cello,trombone,studio,0,0.0076468344775
cnn,cello,trumpet,studio,0,0.00128205128205
cnn,cello,tuba,studio,0,0.00134408602151
cnn,cello,viola,studio,0,0.0296605824446
cnn,cello,violin,studio,0,0.068954330974
cnn,clarinet,double-bass,studio,0,0.0426051051051
cnn,clarinet,flute,studio,0,0.0357954107954
cnn,clarinet,french-horn,studio,0,0.0303081696154
cnn,clarinet,oboe,studio,0,0.0395807199605
cnn,clarinet,trombone,studio,0,0.0199640429904
cnn,clarinet,trumpet,studio,0,0.0408235158235
cnn,clarinet,tuba,studio,0,0.0141129032258
cnn,clarinet,viola,studio,0,0.0157657657658
cnn,clarinet,violin,studio,0,0.139726936239
cnn,double-bass,flute,studio,0,0.0914375077419
cnn,double-bass,french-horn,studio,0,0.121232757115
cnn,double-bass,oboe,studio,0,0.0601265822785
cnn,double-bass,trombone,studio,0,0.0827707856598
cnn,double-bass,trumpet,studio,0,0.0692307692308
cnn,double-bass,tuba,studio,0,0.135584677419
cnn,double-bass,viola,studio,0,0.0373393491933
cnn,double-bass,violin,studio,0,0.146132457027
cnn,flute,french-horn,studio,0,0.0351233995812
cnn,flute,oboe,studio,0,0.020305907173
cnn,flute,trombone,studio,0,0.0129189158794
cnn,flute,trumpet,studio,0,0.000641025641026
cnn,flute,tuba,studio,0,0.033938172043
cnn,flute,viola,studio,0,0.0173174353599
cnn,flute,violin,studio,0,0.0819792287816
cnn,french-horn,oboe,studio,0,0.00501054852321
cnn,french-horn,trombone,studio,0,0.0690371133657
cnn,french-horn,trumpet,studio,0,0.00897435897436
cnn,french-horn,tuba,studio,0,0.038810483871
cnn,french-horn,viola,studio,0,0.00569494960976
cnn,french-horn,violin,studio,0,0.0399290962299
cnn,oboe,trombone,studio,0,0.00131856540084
cnn,oboe,trumpet,studio,0,0.00210970464135
cnn,oboe,tuba,studio,0,0
cnn,oboe,viola,studio,0,0.017141350211
cnn,oboe,violin,studio,0,0.12473628692
cnn,trombone,trumpet,studio,0,0.0286156095367
cnn,trombone,tuba,studio,0,0.100302419355
cnn,trombone,viola,studio,0,0.0138026867483
cnn,trombone,violin,studio,0,0.0722324221406
cnn,trumpet,tuba,studio,0,0
cnn,trumpet,viola,studio,0,0.0157051282051
cnn,trumpet,violin,studio,0,0.135576923077
cnn,tuba,viola,studio,0,0.00638440860215
cnn,tuba,violin,studio,0,0.0267137096774
cnn,viola,violin,studio,0,0.141354029545
cnn,bassoon,cello,studio,1,0.0450246526221
cnn,bassoon,clarinet,studio,1,0.0189003436426
cnn,bassoon,double-bass,studio,1,0.11292021515
cnn,bassoon,flute,studio,1,0.0212628865979
cnn,bassoon,french-horn,studio,1,-0.00403417794891
cnn,bassoon,oboe,studio,1,-0.0212819174388
cnn,bassoon,trombone,studio,1,0.0090206185567
cnn,bassoon,trumpet,studio,1,-0.000429553264605
cnn,bassoon,tuba,studio,1,0.000672043010753
cnn,bassoon,viola,studio,1,0.00429553264605
cnn,bassoon,violin,studio,1,0.038331801593
cnn,cello,clarinet,studio,1,0.0212087087087
cnn,cello,double-bass,studio,1,0.129528985507
cnn,cello,flute,studio,1,0.062417936331
cnn,cello,french-horn,studio,1,0.0531146324428
cnn,cello,oboe,studio,1,0.0630274261603
cnn,cello,trombone,studio,1,0.0122012458683
cnn,cello,trumpet,studio,1,0.00384615384615
cnn,cello,tuba,studio,1,0.000672043010753
cnn,cello,viola,studio,1,0.0200215340443
cnn,cello,violin,studio,1,0.0646963824289
cnn,clarinet,double-bass,studio,1,0.0422297297297
cnn,clarinet,flute,studio,1,0.0442846692847
cnn,clarinet,french-horn,studio,1,0.0263554216867
cnn,clarinet,oboe,studio,1,0.0343254647052
cnn,clarinet,trombone,studio,1,0.0221570254465
cnn,clarinet,trumpet,studio,1,0.0418081543082
cnn,clarinet,tuba,studio,1,0.0120967741935
cnn,clarinet,viola,studio,1,0.0112612612613
cnn,clarinet,violin,studio,1,0.133616174314
cnn,double-bass,flute,studio,1,0.0878669639539
cnn,double-bass,french-horn,studio,1,0.109269687445
cnn,double-bass,oboe,studio,1,0.0582805907173
cnn,double-bass,trombone,studio,1,0.0726957793033
cnn,double-bass,trumpet,studio,1,0.0823717948718
cnn,double-bass,tuba,studio,1,0.150201612903
cnn,double-bass,viola,studio,1,0.0359054552912
cnn,double-bass,violin,studio,1,0.17231771711
cnn,flute,french-horn,studio,1,0.0238689801943
cnn,flute,oboe,studio,1,0.0158227848101
cnn,flute,trombone,studio,1,0.0178578122657
cnn,flute,trumpet,studio,1,0.00448717948718
cnn,flute,tuba,studio,1,0.0307459677419
cnn,flute,viola,studio,1,0.0162490592915
cnn,flute,violin,studio,1,0.0834575631087
cnn,french-horn,oboe,studio,1,0.00474683544304
cnn,french-horn,trombone,studio,1,0.0711882618192
cnn,french-horn,trumpet,studio,1,0.00846076614149
cnn,french-horn,tuba,studio,1,0.0299059139785
cnn,french-horn,viola,studio,1,0.00185174660908
cnn,french-horn,violin,studio,1,0.0333660222284
cnn,oboe,trombone,studio,1,0.00210970464135
cnn,oboe,trumpet,studio,1,0.00105485232068
cnn,oboe,tuba,studio,1,0
cnn,oboe,viola,studio,1,0.0116033755274
cnn,oboe,violin,studio,1,0.130274261603
cnn,trombone,trumpet,studio,1,0.0280561178587
cnn,trombone,tuba,studio,1,0.10248655914
cnn,trombone,viola,studio,1,0.0142095608518
cnn,trombone,violin,studio,1,0.0761466408269
cnn,trumpet,tuba,studio,1,0
cnn,trumpet,viola,studio,1,0.0141025641026
cnn,trumpet,violin,studio,1,0.135576923077
cnn,tuba,viola,studio,1,0.00184811827957
cnn,tuba,violin,studio,1,0.0252016129032
cnn,viola,violin,studio,1,0.14440726927
crnn,bassoon,cello,white,0,0.0036231884058
crnn,bassoon,clarinet,white,0,0.0425257731959
crnn,bassoon,double-bass,white,0,0.0110040340654
crnn,bassoon,flute,white,0,0.0807560137457
crnn,bassoon,french-horn,white,0,0.0299548710305
crnn,bassoon,oboe,white,0,-0.0300687285223
crnn,bassoon,trombone,white,0,0.0452764212938
crnn,bassoon,trumpet,white,0,0.00214776632302
crnn,bassoon,tuba,white,0,0.00134408602151
crnn,bassoon,viola,white,0,0
crnn,bassoon,violin,white,0,0.141293055223
crnn,cello,clarinet,white,0,0.0434782608696
crnn,cello,double-bass,white,0,0.00905797101449
crnn,cello,flute,white,0,0.0673913043478
crnn,cello,french-horn,white,0,0.0035140562249
crnn,cello,oboe,white,0,0.0042194092827
crnn,cello,trombone,white,0,0.0144927536232
crnn,cello,trumpet,white,0,0.000724637681159
crnn,cello,tuba,white,0,0
crnn,cello,viola,white,0,0
crnn,cello,violin,white,0,0.218981013369
crnn,clarinet,double-bass,white,0,0.0123188405797
crnn,clarinet,flute,white,0,0.0306075306075
crnn,clarinet,french-horn,white,0,0.0421686746988
crnn,clarinet,oboe,white,0,0.0200421940928
crnn,clarinet,trombone,white,0,0.0555160423581
crnn,clarinet,trumpet,white,0,0.0439535689536
crnn,clarinet,tuba,white,0,0.0383064516129
crnn,clarinet,viola,white,0,0
crnn,clarinet,violin,white,0,0.173798798799
crnn,double-bass,flute,white,0,0.127536231884
crnn,double-bass,french-horn,white,0,0
crnn,double-bass,oboe,white,0,0
crnn,double-bass,trombone,white,0,0.00289855072464
crnn,double-bass,trumpet,white,0,0
crnn,double-bass,tuba,white,0,0
crnn,double-bass,viola,white,0,0
crnn,double-bass,violin,white,0,0.152937872149
crnn,flute,french-horn,white,0,0.10140562249
crnn,flute,oboe,white,0,0.143459915612
crnn,flute,trombone,white,0,0.024722597091
crnn,flute,trumpet,white,0,0.00505698005698
crnn,flute,tuba,white,0,0.123655913978
crnn,flute,viola,white,0,0.10141509434
crnn,flute,violin,white,0,0.17021549725
crnn,french-horn,oboe,white,0,-0.00580168776371
crnn,french-horn,trombone,white,0,0.0752747833439
crnn,french-horn,trumpet,white,0,0.00602409638554
crnn,french-horn,tuba,white,0,0.0336021505376
crnn,french-horn,viola,white,0,0
crnn,french-horn,violin,white,0,0.128765060241
crnn,oboe,trombone,white,0,0
crnn,oboe,trumpet,white,0,0.00105485232068
crnn,oboe,tuba,white,0,0
crnn,oboe,viola,white,0,0.0084388185654
crnn,oboe,violin,white,0,0.25052742616
crnn,trombone,trumpet,white,0,0.19798414305
crnn,trombone,tuba,white,0,0.165658602151
crnn,trombone,viola,white,0,0
crnn,trombone,violin,white,0,0.118021555828
crnn,trumpet,tuba,white,0,0
crnn,trumpet,viola,white,0,0
crnn,trumpet,violin,white,0,0.207051282051
crnn,tuba,viola,white,0,0
crnn,tuba,violin,white,0,0.125
crnn,viola,violin,white,0,0.18356918239
crnn,bassoon,cello,white,1,0.00348871955775
crnn,bassoon,clarinet,white,1,0.0455326460481
crnn,bassoon,double-bass,white,1,0.00665620797848
crnn,bassoon,flute,white,1,0.0841924398625
crnn,bassoon,french-horn,white,1,0.0306742433652
crnn,bassoon,oboe,white,1,-0.0300687285223
crnn,bassoon,trombone,white,1,0.048283294146
crnn,bassoon,trumpet,white,1,-0.00085910652921
crnn,bassoon,tuba,white,1,0.00134408602151
crnn,bassoon,viola,white,1,0
crnn,bassoon,violin,white,1,0.141293055223
crnn,cello,clarinet,white,1,0.0427536231884
crnn,cello,double-bass,white,1,0.00978260869565
crnn,cello,flute,white,1,0.0652173913043
crnn,cello,french-horn,white,1,0.0035140562249
crnn,cello,oboe,white,1,0.0042194092827
crnn,cello,trombone,white,1,0.0166666666667
crnn,cello,trumpet,white,1,0.000724637681159
crnn,cello,tuba,white,1,0
crnn,cello,viola,white,1,0
crnn,cello,violin,white,1,0.216807100326
crnn,clarinet,double-bass,white,1,0.0123188405797
crnn,clarinet,flute,white,1,0.0320705320705
crnn,clarinet,french-horn,white,1,0.0396586345382
crnn,clarinet,oboe,white,1,0.0210970464135
crnn,clarinet,trombone,white,1,0.0548048048048
crnn,clarinet,trumpet,white,1,0.0416089166089
crnn,clarinet,tuba,white,1,0.0349462365591
crnn,clarinet,viola,white,1,0
crnn,clarinet,violin,white,1,0.175736783295
crnn,double-bass,flute,white,1,0.129710144928
crnn,double-bass,french-horn,white,1,0
crnn,double-bass,oboe,white,1,0
crnn,double-bass,trombone,white,1,0.00289855072464
crnn,double-bass,trumpet,white,1,0
crnn,double-bass,tuba,white,1,0
crnn,double-bass,viola,white,1,0
crnn,double-bass,violin,white,1,0.151724525334
crnn,flute,french-horn,white,1,0.104417670683
crnn,flute,oboe,white,1,0.14029535865
crnn,flute,trombone,white,1,0.0254535912431
crnn,flute,trumpet,white,1,0.00762108262108
crnn,flute,tuba,white,1,0.122983870968
crnn,flute,viola,white,1,0.100628930818
crnn,flute,violin,white,1,0.167519711124
crnn,french-horn,oboe,white,1,-0.00580168776371
crnn,french-horn,trombone,white,1,0.0720117311351
crnn,french-horn,trumpet,white,1,0.00903614457831
crnn,french-horn,tuba,white,1,0.0325940860215
crnn,french-horn,viola,white,1,0
crnn,french-horn,violin,white,1,0.128012048193
crnn,oboe,trombone,white,1,0
crnn,oboe,trumpet,white,1,0.00105485232068
crnn,oboe,tuba,white,1,0
crnn,oboe,viola,white,1,0.0105485232068
crnn,oboe,violin,white,1,0.251582278481
crnn,trombone,trumpet,white,1,0.197435897436
crnn,trombone,tuba,white,1,0.170362903226
crnn,trombone,viola,white,1,0
crnn,trombone,violin,white,1,0.117192812458
crnn,trumpet,tuba,white,1,0
crnn,trumpet,viola,white,1,0
crnn,trumpet,violin,white,1,0.204487179487
crnn,tuba,viola,white,1,0
crnn,tuba,violin,white,1,0.125
crnn,viola,violin,white,1,0.184355345912
crnn,bassoon,cello,audience,0,0.012483191394
crnn,bassoon,clarinet,audience,0,0.0225515463918
crnn,bassoon,double-bass,audience,0,0.0199536829523
crnn,bassoon,flute,audience,0,0.0208333333333
crnn,bassoon,french-horn,audience,0,0.0227689106943
crnn,bassoon,oboe,audience,0,-0.0191423071904
crnn,bassoon,trombone,audience,0,0.0430005425936
crnn,bassoon,trumpet,audience,0,0.0199742268041
crnn,bassoon,tuba,audience,0,0.0100806451613
crnn,bassoon,viola,audience,0,0
crnn,bassoon,violin,audience,0,0.0560417166147
crnn,cello,clarinet,audience,0,0.00561594202899
crnn,cello,double-bass,audience,0,0.0539855072464
crnn,cello,flute,audience,0,0.010264152112
crnn,cello,french-horn,audience,0,0.0100401606426
crnn,cello,oboe,audience,0,0.0126582278481
crnn,cello,trombone,audience,0,0.0241132723112
crnn,cello,trumpet,audience,0,0.0036231884058
crnn,cello,tuba,audience,0,0.00134408602151
crnn,cello,viola,audience,0,0.00132964178288
crnn,cello,violin,audience,0,0.0925724637681
crnn,clarinet,double-bass,audience,0,0.000750750750751
crnn,clarinet,flute,audience,0,0.0278210903211
crnn,clarinet,french-horn,audience,0,0.0286144578313
crnn,clarinet,oboe,audience,0,0.0263665564298
crnn,clarinet,trombone,audience,0,0.0424272957168
crnn,clarinet,trumpet,audience,0,0.0367694617695
crnn,clarinet,tuba,audience,0,0.0189852150538
crnn,clarinet,viola,audience,0,0
crnn,clarinet,violin,audience,0,0.0899940638313
crnn,double-bass,flute,audience,0,0.0216555183946
crnn,double-bass,french-horn,audience,0,0.00903614457831
crnn,double-bass,oboe,audience,0,0.00210970464135
crnn,double-bass,trombone,audience,0,0.0298817696415
crnn,double-bass,trumpet,audience,0,0.00919732441472
crnn,double-bass,tuba,audience,0,0.0877016129032
crnn,double-bass,viola,audience,0,0.00432389937107
crnn,double-bass,violin,audience,0,0.119603134479
crnn,flute,french-horn,audience,0,0.0385323344661
crnn,flute,oboe,audience,0,0.0466772151899
crnn,flute,trombone,audience,0,0.0162037037037
crnn,flute,trumpet,audience,0,0.00366809116809
crnn,flute,tuba,audience,0,0.0304099462366
crnn,flute,viola,audience,0,0.0232707762189
crnn,flute,violin,audience,0,0.0866709732989
crnn,french-horn,oboe,audience,0,-0.00448312236287
crnn,french-horn,trombone,audience,0,0.104697297964
crnn,french-horn,trumpet,audience,0,0.0173192771084
crnn,french-horn,tuba,audience,0,0.000672043010753
crnn,french-horn,viola,audience,0,0.00627510040161
crnn,french-horn,violin,audience,0,0.0524598393574
crnn,oboe,trombone,audience,0,0.00369198312236
crnn,oboe,trumpet,audience,0,0.0042194092827
crnn,oboe,tuba,audience,0,0
crnn,oboe,viola,audience,0,0.0150316455696
crnn,oboe,violin,audience,0,0.150580168776
crnn,trombone,trumpet,audience,0,0.0951163967611
crnn,trombone,tuba,audience,0,0.111055107527
crnn,trombone,viola,audience,0,0.000182748538012
crnn,trombone,violin,audience,0,0.0495206038352
crnn,trumpet,tuba,audience,0,0.0042002688172
crnn,trumpet,viola,audience,0,0
crnn,trumpet,violin,audience,0,0.101791393361
crnn,tuba,viola,audience,0,0
crnn,tuba,violin,audience,0,0.0443548387097
crnn,viola,violin,audience,0,0.0858258982985
crnn,bassoon,cello,audience,1,0.0104960406395
crnn,bassoon,clarinet,audience,1,0.0201890034364
crnn,bassoon,double-bass,audience,1,0.0215505005229
crnn,bassoon,flute,audience,1,0.0223367697595
crnn,bassoon,french-horn,audience,1,0.0133032128514
crnn,bassoon,oboe,audience,1,-0.0227663230241
crnn,bassoon,trombone,audience,1,0.0363424669922
crnn,bassoon,trumpet,audience,1,0.0158934707904
crnn,bassoon,tuba,audience,1,0.00386424731183
crnn,bassoon,viola,audience,1,0.00107388316151
crnn,bassoon,violin,audience,1,0.0475455526253
crnn,cello,clarinet,audience,1,0.00581668625147
crnn,cello,double-bass,audience,1,0.0672101449275
crnn,cello,flute,audience,1,0.00957667533754
crnn,cello,french-horn,audience,1,0.00602409638554
crnn,cello,oboe,audience,1,0.0105485232068
crnn,cello,trombone,audience,1,0.0164918637173
crnn,cello,trumpet,audience,1,0.00416666666667
crnn,cello,tuba,audience,1,0.00134408602151
crnn,cello,viola,audience,1,0.00205427946404
crnn,cello,violin,audience,1,0.0836015616223
crnn,clarinet,double-bass,audience,1,0.0015015015015
crnn,clarinet,flute,audience,1,0.036652036652
crnn,clarinet,french-horn,audience,1,0.0373995983936
crnn,clarinet,oboe,audience,1,0.0304695518303
crnn,clarinet,trombone,audience,1,0.0515054528212
crnn,clarinet,trumpet,audience,1,0.0488623238623
crnn,clarinet,tuba,audience,1,0.0159610215054
crnn,clarinet,viola,audience,1,0
crnn,clarinet,violin,audience,1,0.0769999650814
crnn,double-bass,flute,audience,1,0.0256348321566
crnn,double-bass,french-horn,audience,1,0.0190763052209
crnn,double-bass,oboe,audience,1,0.00290084388186
crnn,double-bass,trombone,audience,1,0.0225829519451
crnn,double-bass,trumpet,audience,1,0.0121237458194
crnn,double-bass,tuba,audience,1,0.0877016129032
crnn,double-bass,viola,audience,1,0.00745317199891
crnn,double-bass,violin,audience,1,0.0990562858106
crnn,flute,french-horn,audience,1,0.0251004016064
crnn,flute,oboe,audience,1,0.0297995780591
crnn,flute,trombone,audience,1,0.0104541535463
crnn,flute,trumpet,audience,1,0.00502136752137
crnn,flute,tuba,audience,1,0.0257056451613
crnn,flute,viola,audience,1,0.0331414959953
crnn,flute,violin,audience,1,0.111367852647
crnn,french-horn,oboe,audience,1,-0.00474683544304
crnn,french-horn,trombone,audience,1,0.0771044705136
crnn,french-horn,trumpet,audience,1,0.0188253012048
crnn,french-horn,tuba,audience,1,0.000672043010753
crnn,french-horn,viola,audience,1,0.000753012048193
crnn,french-horn,violin,audience,1,0.0486947791165
crnn,oboe,trombone,audience,1,0.000527426160338
crnn,oboe,trumpet,audience,1,0.00736773774748
crnn,oboe,tuba,audience,1,0
crnn,oboe,viola,audience,1,0.0118670886076
crnn,oboe,violin,audience,1,0.167457805907
crnn,trombone,trumpet,audience,1,0.0873060053981
crnn,trombone,tuba,audience,1,0.113575268817
crnn,trombone,viola,audience,1,0.00127923976608
crnn,trombone,violin,audience,1,0.0641319869441
crnn,trumpet,tuba,audience,1,0.000168010752688
crnn,trumpet,viola,audience,1,0.000320512820513
crnn,trumpet,violin,audience,1,0.0852812562115
crnn,tuba,viola,audience,1,0
crnn,tuba,violin,audience,1,0.0394825268817
crnn,viola,violin,audience,1,0.10478523719
crnn,bassoon,cello,studio,0,0.0159457642313
crnn,bassoon,clarinet,studio,0,0.0133161512027
crnn,bassoon,double-bass,studio,0,0.0297456297624
crnn,bassoon,flute,studio,0,0.088058419244
crnn,bassoon,french-horn,studio,0,0.0200751459446
crnn,bassoon,oboe,studio,0,-0.0204228109096
crnn,bassoon,trombone,studio,0,0.0279661783324
crnn,bassoon,trumpet,studio,0,0.00686624372191
crnn,bassoon,tuba,studio,0,0.00134408602151
crnn,bassoon,viola,studio,0,0.00945017182131
crnn,bassoon,violin,studio,0,0.0266039985082
crnn,cello,clarinet,studio,0,0.0116937589764
crnn,cello,double-bass,studio,0,0.0891304347826
crnn,cello,flute,studio,0,0.0567725752508
crnn,cello,french-horn,studio,0,0.0142090099529
crnn,cello,oboe,studio,0,0.0313818565401
crnn,cello,trombone,studio,0,0.00217391304348
crnn,cello,trumpet,studio,0,0.00416666666667
crnn,cello,tuba,studio,0,0
crnn,cello,viola,studio,0,0.0216793136451
crnn,cello,violin,studio,0,0.0803533310864
crnn,clarinet,double-bass,studio,0,0.00595377986682
crnn,clarinet,flute,studio,0,0.115278740279
crnn,clarinet,french-horn,studio,0,0.0411646586345
crnn,clarinet,oboe,studio,0,0.05783631733
crnn,clarinet,trombone,studio,0,0.0149952584163
crnn,clarinet,trumpet,studio,0,0.0282686532687
crnn,clarinet,tuba,studio,0,0.0226814516129
crnn,clarinet,viola,studio,0,0.0116366366366
crnn,clarinet,violin,studio,0,0.1574306865
crnn,double-bass,flute,studio,0,0.0982116313638
crnn,double-bass,french-horn,studio,0,0.0348895582329
crnn,double-bass,oboe,studio,0,0.0110759493671
crnn,double-bass,trombone,studio,0,0.0274122807018
crnn,double-bass,trumpet,studio,0,0.0269230769231
crnn,double-bass,tuba,studio,0,0.0302419354839
crnn,double-bass,viola,studio,0,0.0281480721903
crnn,double-bass,violin,studio,0,0.10241826761
crnn,flute,french-horn,studio,0,0.103332131947
crnn,flute,oboe,studio,0,0.0448312236287
crnn,flute,trombone,studio,0,0.0538920752737
crnn,flute,trumpet,studio,0,0.0211182336182
crnn,flute,tuba,studio,0,0.123319892473
crnn,flute,viola,studio,0,0.0386614390152
crnn,flute,violin,studio,0,0.129753859405
crnn,french-horn,oboe,studio,0,0.000263713080169
crnn,french-horn,trombone,studio,0,0.0467417917283
crnn,french-horn,trumpet,studio,0,0.0107931726908
crnn,french-horn,tuba,studio,0,0.0473790322581
crnn,french-horn,viola,studio,0,0.000753012048193
crnn,french-horn,violin,studio,0,0.0308734939759
crnn,oboe,trombone,studio,0,0
crnn,oboe,trumpet,studio,0,0.00105485232068
crnn,oboe,tuba,studio,0,0
crnn,oboe,viola,studio,0,0.0110759493671
crnn,oboe,violin,studio,0,0.153481012658
crnn,trombone,trumpet,studio,0,0.0462241340531
crnn,trombone,tuba,studio,0,0.104502688172
crnn,trombone,viola,studio,0,0.00950292397661
crnn,trombone,violin,studio,0,0.102254181967
crnn,trumpet,tuba,studio,0,0
crnn,trumpet,viola,studio,0,0.0144230769231
crnn,trumpet,violin,studio,0,0.153205128205
crnn,tuba,viola,studio,0,0.00218413978495
crnn,tuba,violin,studio,0,0.0137768817204
crnn,viola,violin,studio,0,0.145396067964
crnn,bassoon,cello,studio,1,0.0164836396235
crnn,bassoon,clarinet,studio,1,0.0253436426117
crnn,bassoon,double-bass,studio,1,0.0348741222172
crnn,bassoon,flute,studio,1,0.0872672335301
crnn,bassoon,french-horn,studio,1,0.0234468803047
crnn,bassoon,oboe,studio,1,-0.0238592370264
crnn,bassoon,trombone,studio,1,0.0281395068427
crnn,bassoon,trumpet,studio,1,0.0105174464711
crnn,bassoon,tuba,studio,1,0.00268817204301
crnn,bassoon,viola,studio,1,0.00279209621993
crnn,bassoon,violin,studio,1,0.0311226324622
crnn,cello,clarinet,studio,1,0.00994744744745
crnn,cello,double-bass,studio,1,0.0797101449275
crnn,cello,flute,studio,1,0.0667177629134
crnn,cello,french-horn,studio,1,0.0130522088353
crnn,cello,oboe,studio,1,0.0332278481013
crnn,cello,trombone,studio,1,0.0065408085431
crnn,cello,trumpet,studio,1,0.00288461538462
crnn,cello,tuba,studio,1,0
crnn,cello,viola,studio,1,0.0160138091332
crnn,cello,violin,studio,1,0.0807507583418
crnn,clarinet,double-bass,studio,1,0.012684423554
crnn,clarinet,flute,studio,1,0.123334873335
crnn,clarinet,french-horn,studio,1,0.0333835341365
crnn,clarinet,oboe,studio,1,0.0507968411449
crnn,clarinet,trombone,studio,1,0.0102339181287
crnn,clarinet,trumpet,studio,1,0.0308327558328
crnn,clarinet,tuba,studio,1,0.0206653225806
crnn,clarinet,viola,studio,1,0.00694444444444
crnn,clarinet,violin,studio,1,0.149923178993
crnn,double-bass,flute,studio,1,0.0983804038152
crnn,double-bass,french-horn,studio,1,0.0267177405273
crnn,double-bass,oboe,studio,1,0.0118670886076
crnn,double-bass,trombone,studio,1,0.0283260233918
crnn,double-bass,trumpet,studio,1,0.0266025641026
crnn,double-bass,tuba,studio,1,0.0535954301075
crnn,double-bass,viola,studio,1,0.0264253486464
crnn,double-bass,violin,studio,1,0.126152960342
crnn,flute,french-horn,studio,1,0.0910329351594
crnn,flute,oboe,studio,1,0.040611814346
crnn,flute,trombone,studio,1,0.0546418128655
crnn,flute,trumpet,studio,1,0.0213675213675
crnn,flute,tuba,studio,1,0.113407258065
crnn,flute,viola,studio,1,0.0329499946245
crnn,flute,violin,studio,1,0.141377625389
crnn,french-horn,oboe,studio,1,-0.00369198312236
crnn,french-horn,trombone,studio,1,0.0553111569083
crnn,french-horn,trumpet,studio,1,0.0120752239728
crnn,french-horn,tuba,studio,1,0.0307459677419
crnn,french-horn,viola,studio,1,0.00602409638554
crnn,french-horn,violin,studio,1,0.0281124497992
crnn,oboe,trombone,studio,1,0
